x,y
-10.0,-16.0
-9.797979797979798,-15.595959595959595
-9.595959595959595,-15.19191919191919
-9.393939393939394,-14.787878787878789
-9.191919191919192,-14.383838383838384
-8.98989898989899,-13.97979797979798
-8.787878787878787,-13.575757575757574
-8.585858585858587,-13.171717171717173
-8.383838383838384,-12.767676767676768
-8.181818181818182,-12.363636363636363
-7.979797979797979,-11.959595959595958
-7.777777777777778,-11.555555555555555
-7.575757575757576,-11.151515151515152
-7.373737373737374,-10.747474747474747
-7.171717171717171,-10.343434343434343
-6.96969696969697,-9.93939393939394
-6.767676767676768,-9.535353535353536
-6.565656565656566,-9.131313131313131
-6.363636363636363,-8.727272727272727
-6.161616161616162,-8.323232323232324
-5.959595959595959,-7.919191919191919
-5.757575757575758,-7.515151515151516
-5.555555555555555,-7.111111111111111
-5.353535353535354,-6.707070707070708
-5.151515151515151,-6.303030303030303
-4.94949494949495,-5.8989898989899
-4.747474747474747,-5.494949494949495
-4.545454545454546,-5.090909090909092
-4.343434343434343,-4.686868686868687
-4.141414141414142,-4.282828282828284
-3.9393939393939394,-3.878787878787879
-3.737373737373738,-3.474747474747476
-3.5353535353535355,-3.070707070707071
-3.333333333333333,-2.666666666666666
-3.1313131313131315,-2.262626262626263
-2.929292929292929,-1.8585858585858581
-2.7272727272727275,-1.454545454545455
-2.525252525252525,-1.0505050505050502
-2.3232323232323235,-0.6464646464646471
-2.121212121212121,-0.2424242424242422
-1.9191919191919187,0.16161616161616266
-1.717171717171718,0.565656565656564
-1.5151515151515156,0.9696969696969688
-1.3131313131313131,1.3737373737373737
-1.1111111111111107,1.7777777777777786
-0.9090909090909101,2.18181818181818
-0.7070707070707076,2.5858585858585847
-0.5050505050505052,2.9898989898989896
-0.30303030303030276,3.3939393939393945
-0.10101010101010033,3.7979797979797993
0.10101010101010033,4.202020202020201
0.30303030303030276,4.6060606060606055
0.5050505050505052,5.01010101010101
0.7070707070707076,5.414141414141415
0.9090909090909083,5.818181818181817
1.1111111111111107,6.222222222222221
1.3131313131313131,6.626262626262626
1.5151515151515156,7.030303030303031
1.7171717171717162,7.4343434343434325
1.9191919191919187,7.838383838383837
2.121212121212121,8.242424242424242
2.3232323232323235,8.646464646464647
2.525252525252524,9.050505050505048
2.7272727272727266,9.454545454545453
2.929292929292929,9.858585858585858
3.1313131313131315,10.262626262626263
3.333333333333334,10.666666666666668
3.5353535353535346,11.07070707070707
3.737373737373737,11.474747474747474
3.9393939393939394,11.878787878787879
4.141414141414142,12.282828282828284
4.3434343434343425,12.686868686868685
4.545454545454545,13.09090909090909
4.747474747474747,13.494949494949495
4.94949494949495,13.8989898989899
5.1515151515151505,14.303030303030301
5.353535353535353,14.707070707070706
5.555555555555555,15.11111111111111
5.757575757575758,15.515151515151516
5.9595959595959584,15.919191919191917
6.161616161616163,16.323232323232325
6.363636363636363,16.727272727272727
6.565656565656564,17.131313131313128
6.767676767676768,17.535353535353536
6.969696969696969,17.939393939393938
7.171717171717173,18.343434343434346
7.373737373737374,18.747474747474747
7.575757575757574,19.15151515151515
7.777777777777779,19.555555555555557
7.979797979797979,19.95959595959596
8.18181818181818,20.36363636363636
8.383838383838384,20.767676767676768
8.585858585858585,21.17171717171717
8.787878787878789,21.575757575757578
8.98989898989899,21.97979797979798
9.19191919191919,22.38383838383838
9.393939393939394,22.78787878787879
9.595959595959595,23.19191919191919
9.7979797979798,23.5959595959596
10.0,24.0
